CVEGEO,NOM_ENT,NOMGEO,pobTptal_2020
"21203",Puebla,Xochitlán Todos Santos,7178
"21204",Puebla,Yaonáhuac,7926
"21205",Puebla,Yehualtepec,26392
"21206",Puebla,Zacapala,4647
"21207",Puebla,Zacapoaxtla,57887
"21208",Puebla,Zacatlán,87361
"21209",Puebla,Zapotitlán,8595
"21117",Puebla,Rafael Lara Grajales,15952
"21210",Puebla,Zapotitlán de Méndez,5675
"21211",Puebla,Zaragoza,16752
"21212",Puebla,Zautla,20717
"21213",Puebla,Zihuateutla,11967
"21118",Puebla,Los Reyes de Juárez,30021
"21119",Puebla,San Andrés Cholula,154448
"21120",Puebla,San Antonio Cañada,5938
"21121",Puebla,San Diego la Mesa Tochimiltzingo,1270
"21122",Puebla,San Felipe Teotlalcingo,11063
"21123",Puebla,San Felipe Tepatlán,3793
"21124",Puebla,San Gabriel Chilac,15954
"21125",Puebla,San Gregorio Atzompa,9671
"21126",Puebla,San Jerónimo Tecuanipan,6597
"21127",Puebla,San Jerónimo Xayacatlán,3606
"21128",Puebla,San José Chiapa,10443
"21129",Puebla,San José Miahuatlán,14018
"21130",Puebla,San Juan Atenco,3604
"21131",Puebla,San Juan Atzompa,975
"21132",Puebla,San Martín Texmelucan,155738
"21133",Puebla,San Martín Totoltepec,692
"21134",Puebla,San Matías Tlalancaleca,20974
"21135",Puebla,San Miguel Ixitlán,526
"21136",Puebla,San Miguel Xoxtla,12461
"21137",Puebla,San Nicolás Buenos Aires,10464
"21138",Puebla,San Nicolás de los Ranchos,11780
"21139",Puebla,San Pablo Anicano,3759
"21144",Puebla,San Salvador Huixcolotla,16790
"21145",Puebla,San Sebastián Tlacotepec,13189
"21146",Puebla,Santa Catarina Tlaltempan,749
"21147",Puebla,Santa Inés Ahuatempan,6341
"21148",Puebla,Santa Isabel Cholula,11498
"21149",Puebla,Santiago Miahuatlán,30309
"21150",Puebla,Huehuetlán el Grande,6105
"21151",Puebla,Santo Tomás Hueyotlipan,9315
"21152",Puebla,Soltepec,12631
"21153",Puebla,Tecali de Herrera,23625
"21154",Puebla,Tecamachalco,80771
"21155",Puebla,Tecomatlán,6830
"21156",Puebla,Tehuacán,327312
"21157",Puebla,Tehuitzingo,12672
"21158",Puebla,Tenampulco,6743
"21159",Puebla,Teopantlán,3836
"21160",Puebla,Teotlalco,3689
"21161",Puebla,Tepanco de López,22218
"21162",Puebla,Tepango de Rodríguez,4155
"21163",Puebla,Tepatlaxco de Hidalgo,18854
"21164",Puebla,Tepeaca,84270
"21165",Puebla,Tepemaxalco,1216
"21166",Puebla,Tepeojuma,8918
"21167",Puebla,Tepetzintla,10373
"21168",Puebla,Tepexco,7523
"21169",Puebla,Tepexi de Rodríguez,22331
"21170",Puebla,Tepeyahualco,19200
"21171",Puebla,Tepeyahualco de Cuauhtémoc,3851
"21172",Puebla,Tetela de Ocampo,27216
"21173",Puebla,Teteles de Ávila Castillo,6653
"21174",Puebla,Teziutlán,103583
"21175",Puebla,Tianguismanalco,14432
"21176",Puebla,Tilapa,9664
"21177",Puebla,Tlacotepec de Benito Juárez,54757
"21178",Puebla,Tlacuilotepec,15977
"21179",Puebla,Tlachichuca,31639
"21180",Puebla,Tlahuapan,41547
"21181",Puebla,Tlaltenango,7425
"21182",Puebla,Tlanepantla,5390
"21183",Puebla,Tlaola,20433
"21184",Puebla,Tlapacoya,6422
"21185",Puebla,Tlapanalá,10344
"21186",Puebla,Tlatlauquitepec,55576
"21187",Puebla,Tlaxco,4934
"21188",Puebla,Tochimilco,19315
"21189",Puebla,Tochtepec,22454
"21190",Puebla,Totoltepec de Guerrero,1187
"21191",Puebla,Tulcingo,9871
"21192",Puebla,Tuzamapan de Galeana,5924
"21193",Puebla,Tzicatlacoyan,6476
"21194",Puebla,Venustiano Carranza,28395
"21195",Puebla,Vicente Guerrero,26559
"21196",Puebla,Xayacatlán de Bravo,1570
"21197",Puebla,Xicotepec,80591
"21214",Puebla,Zinacatepec,18359
"21215",Puebla,Zongozotla,4539
"21216",Puebla,Zoquiapan,2452
"21217",Puebla,Zoquitlán,20335
"22001",Querétaro,Amealco de Bonfil,66841
"22002",Querétaro,Pinal de Amoles,27365
"22003",Querétaro,Arroyo Seco,13142
"22004",Querétaro,Cadereyta de Montes,69075
"22005",Querétaro,Colón,67121
"22006",Querétaro,Corregidora,212567
"22007",Querétaro,Ezequiel Montes,45141
"22008",Querétaro,Huimilpan,36808
"22009",Querétaro,Jalpan de Serra,27343
"22010",Querétaro,Landa de Matamoros,18794
"22011",Querétaro,El Marqués,231668
"22012",Querétaro,Pedro Escobedo,77404
"22013",Querétaro,Peñamiller,19141
"22014",Querétaro,Querétaro,1049777
"22015",Querétaro,San Joaquín,8359
"22016",Querétaro,San Juan del Río,297804
"22017",Querétaro,Tequisquiapan,72201
"22018",Querétaro,Tolimán,27916
"23001",Quintana Roo,Cozumel,88626
"23002",Quintana Roo,Felipe Carrillo Puerto,83990
"23003",Quintana Roo,Isla Mujeres,22686
"23004",Quintana Roo,Othón P. Blanco,233648
"23005",Quintana Roo,Benito Juárez,911503
"23006",Quintana Roo,José María Morelos,39165
"23007",Quintana Roo,Lázaro Cárdenas,29171
"23008",Quintana Roo,Solidaridad,333800
"23009",Quintana Roo,Tulum,46721
"23010",Quintana Roo,Bacalar,41754
"23011",Quintana Roo,Puerto Morelos,26921
"24001",San Luis Potosí,Ahualulco,18974
"24002",San Luis Potosí,Alaquines,7785
"24003",San Luis Potosí,Aquismón,48359
"24004",San Luis Potosí,Armadillo de los Infante,4013
"24005",San Luis Potosí,Cárdenas,18317
"24024",San Luis Potosí,Rioverde,97943
"24025",San Luis Potosí,Salinas,31107
"24026",San Luis Potosí,San Antonio,9382
"24027",San Luis Potosí,San Ciro de Acosta,10215
"24006",San Luis Potosí,Catorce,9579
"24028",San Luis Potosí,San Luis Potosí,911908
"24029",San Luis Potosí,San Martín Chalchicuautla,18468
"24030",San Luis Potosí,San Nicolás Tolentino,4779
"24031",San Luis Potosí,Santa Catarina,12163
"24032",San Luis Potosí,Santa María del Río,39880
"24033",San Luis Potosí,Santo Domingo,10785
"24034",San Luis Potosí,San Vicente Tancuayalab,14945
"24035",San Luis Potosí,Soledad de Graciano Sánchez,332072
"24036",San Luis Potosí,Tamasopo,29184
"24037",San Luis Potosí,Tamazunchale,95037
"24038",San Luis Potosí,Tampacán,14348
"24039",San Luis Potosí,Tampamolón Corona,13603
"24040",San Luis Potosí,Tamuín,36968
"24041",San Luis Potosí,Tanlajás,18208
"24042",San Luis Potosí,Tanquián de Escobedo,13448
"24043",San Luis Potosí,Tierra Nueva,7966
"24007",San Luis Potosí,Cedral,19840
"24008",San Luis Potosí,Cerritos,22075
"24009",San Luis Potosí,Cerro de San Pedro,5050
"24010",San Luis Potosí,Ciudad del Maíz,30320
"24011",San Luis Potosí,Ciudad Fernández,48106
"24012",San Luis Potosí,Tancanhuitz,20300
"24013",San Luis Potosí,Ciudad Valles,179371
"24014",San Luis Potosí,Coxcatlán,15660
"24015",San Luis Potosí,Charcas,21814
"24016",San Luis Potosí,Ebano,40899
"24017",San Luis Potosí,Guadalcázar,25119
"24018",San Luis Potosí,Huehuetlán,15334
"24019",San Luis Potosí,Lagunillas,5453
"24020",San Luis Potosí,Matehuala,102199
"24021",San Luis Potosí,Mexquitic de Carmona,58469
"24022",San Luis Potosí,Moctezuma,19036
"24023",San Luis Potosí,Rayón,15301
"24044",San Luis Potosí,Vanegas,7557
"24045",San Luis Potosí,Venado,14188
"24046",San Luis Potosí,Villa de Arriaga,18206
"24047",San Luis Potosí,Villa de Guadalupe,9277
"24048",San Luis Potosí,Villa de la Paz,5298
"24056",San Luis Potosí,Villa de Arista,17258
"24057",San Luis Potosí,Matlapa,28996
"24049",San Luis Potosí,Villa de Ramos,38389
"24050",San Luis Potosí,Villa de Reyes,52912
"24051",San Luis Potosí,Villa Hidalgo,15458
"24052",San Luis Potosí,Villa Juárez,10304
"24053",San Luis Potosí,Axtla de Terrazas,32544
"24054",San Luis Potosí,Xilitla,49741
"24055",San Luis Potosí,Zaragoza,27386
"24058",San Luis Potosí,El Naranjo,20959
"25001",Sinaloa,Ahome,459310
"25002",Sinaloa,Angostura,44093
"25003",Sinaloa,Badiraguato,26542
"25004",Sinaloa,Concordia,24899
"25005",Sinaloa,Cosalá,17012
"25006",Sinaloa,Culiacán,1003530
"25007",Sinaloa,Choix,29334
"25008",Sinaloa,Elota,55339
"25009",Sinaloa,Escuinapa,59988
"25010",Sinaloa,El Fuerte,96593
"25011",Sinaloa,Guasave,289370
"25012",Sinaloa,Mazatlán,501441
"25013",Sinaloa,Mocorito,40358
"25014",Sinaloa,Rosario,52345
"25015",Sinaloa,Salvador Alvarado,79492
"25016",Sinaloa,San Ignacio,19505
"25017",Sinaloa,Sinaloa,78670
"25018",Sinaloa,Navolato,149122
"26001",Sonora,Aconchi,2563
"26002",Sonora,Agua Prieta,91929
"26003",Sonora,Álamos,24976
"26004",Sonora,Altar,9492
"26005",Sonora,Arivechi,1177
"26006",Sonora,Arizpe,2788
"26007",Sonora,Atil,626
"26008",Sonora,Bacadéhuachi,979
"26009",Sonora,Bacanora,759
"26010",Sonora,Bacerac,1221
"26011",Sonora,Bacoachi,1475
"26012",Sonora,Bácum,23151
"26013",Sonora,Banámichi,1825
"26014",Sonora,Baviácora,3191
"26015",Sonora,Bavispe,1169
"26016",Sonora,Benjamín Hill,4988
"26017",Sonora,Caborca,89122
"26018",Sonora,Cajeme,436484
"26019",Sonora,Cananea,39451
"26023",Sonora,Cumpas,5829
"26024",Sonora,Divisaderos,753
"26025",Sonora,Empalme,51431
"26026",Sonora,Etchojoa,61309
"26020",Sonora,Carbó,4946
"26048",Sonora,Puerto Peñasco,62689
"26049",Sonora,Quiriego,3090
"26021",Sonora,La Colorada,1848
"26022",Sonora,Cucurpe,863
"26027",Sonora,Fronteras,9041
"26028",Sonora,Granados,1009
"26029",Sonora,Guaymas,156863
"26030",Sonora,Hermosillo,936263
"26031",Sonora,Huachinera,1186
"26032",Sonora,Huásabas,888
"26033",Sonora,Huatabampo,77682
"26034",Sonora,Huépac,943
"26035",Sonora,Imuris,12536
"26036",Sonora,Magdalena,33049
"26037",Sonora,Mazatán,1101
"26038",Sonora,Moctezuma,5173
"26039",Sonora,Naco,5774
"26040",Sonora,Nácori Chico,1531
"26041",Sonora,Nacozari de García,14369
"26042",Sonora,Navojoa,164387
"26043",Sonora,Nogales,264782
"26044",Sonora,Ónavas,365
"26045",Sonora,Opodepe,2438
"26046",Sonora,Oquitoa,496
"26047",Sonora,Pitiquito,9122
"26050",Sonora,Rayón,1496
"26051",Sonora,Rosario,4830
"26052",Sonora,Sahuaripa,5257
"26053",Sonora,San Felipe de Jesús,369
"26054",Sonora,San Javier,537
"26055",Sonora,San Luis Río Colorado,199021
"26061",Sonora,Soyopa,1368
"26062",Sonora,Suaqui Grande,1114
"26056",Sonora,San Miguel de Horcasitas,10729
"26063",Sonora,Tepache,1178
"26064",Sonora,Trincheras,1381
"26057",Sonora,San Pedro de la Cueva,1458
"26058",Sonora,Santa Ana,16203
"26059",Sonora,Santa Cruz,1835
"26060",Sonora,Sáric,2058
"26065",Sonora,Tubutama,1473
"26066",Sonora,Ures,8548
"26067",Sonora,Villa Hidalgo,1429
"26068",Sonora,Villa Pesqueira,1043
"26069",Sonora,Yécora,4793
"26070",Sonora,General Plutarco Elías Calles,13627
"26071",Sonora,Benito Juárez,21692
"26072",Sonora,San Ignacio Río Muerto,14279
"27001",Tabasco,Balancán,58524
"27002",Tabasco,Cárdenas,243229
"27003",Tabasco,Centla,107731
"27004",Tabasco,Centro,683607
"27005",Tabasco,Comalcalco,214877
"27006",Tabasco,Cunduacán,137257
"27007",Tabasco,Emiliano Zapata,32181
"27008",Tabasco,Huimanguillo,190885
"27009",Tabasco,Jalapa,37749
"27010",Tabasco,Jalpa de Méndez,91185
"27011",Tabasco,Jonuta,30798
"27012",Tabasco,Macuspana,158601
"27013",Tabasco,Nacajuca,150300
"27014",Tabasco,Paraíso,96741
"27015",Tabasco,Tacotalpa,47905
"27016",Tabasco,Teapa,58718
"27017",Tabasco,Tenosique,62310
"28001",Tamaulipas,Abasolo,9822
"28002",Tamaulipas,Aldama,28725
"28003",Tamaulipas,Altamira,269790
"28004",Tamaulipas,Antiguo Morelos,8850
"28005",Tamaulipas,Burgos,4256
"28006",Tamaulipas,Bustamante,7542
"28007",Tamaulipas,Camargo,16546
"28008",Tamaulipas,Casas,4143
"28009",Tamaulipas,Ciudad Madero,205933
"28010",Tamaulipas,Cruillas,1671
"28011",Tamaulipas,Gómez Farías,8288
"28012",Tamaulipas,González,41470
"28013",Tamaulipas,Güémez,15032
"28014",Tamaulipas,Guerrero,3803
"28015",Tamaulipas,Gustavo Díaz Ordaz,15677
"28016",Tamaulipas,Hidalgo,17012
"28017",Tamaulipas,Jaumave,15994
"28026",Tamaulipas,Miquihuana,3704
"28027",Tamaulipas,Nuevo Laredo,425058
"28028",Tamaulipas,Nuevo Morelos,3810
"28018",Tamaulipas,Jiménez,6375
"28036",Tamaulipas,San Nicolás,926
"28037",Tamaulipas,Soto la Marina,23673
"28038",Tamaulipas,Tampico,297562
"28039",Tamaulipas,Tula,28230
"28019",Tamaulipas,Llera,14645
"28020",Tamaulipas,Mainero,2048
"28021",Tamaulipas,El Mante,106144
"28022",Tamaulipas,Matamoros,541979
"28023",Tamaulipas,Méndez,4280
"28024",Tamaulipas,Mier,6385
"28025",Tamaulipas,Miguel Alemán,26237
"28029",Tamaulipas,Ocampo,13190
"28030",Tamaulipas,Padilla,13618
"28031",Tamaulipas,Palmillas,1917
"28032",Tamaulipas,Reynosa,704767
"28033",Tamaulipas,Río Bravo,132484
"28034",Tamaulipas,San Carlos,7411
"28035",Tamaulipas,San Fernando,51405
"28040",Tamaulipas,Valle Hermoso,60055
"28041",Tamaulipas,Victoria,349688
"28042",Tamaulipas,Villagrán,5361
"28043",Tamaulipas,Xicoténcatl,22229
"29001",Tlaxcala,Amaxac de Guerrero,11403
"29002",Tlaxcala,Apetatitlán de Antonio Carvajal,16003
"29003",Tlaxcala,Atlangatepec,7087
"29004",Tlaxcala,Atltzayanca,18111
"29005",Tlaxcala,Apizaco,80725
"29006",Tlaxcala,Calpulalpan,51172
"29007",Tlaxcala,El Carmen Tequexquitla,17332
"29008",Tlaxcala,Cuapiaxtla,16222
"29009",Tlaxcala,Cuaxomulco,5928
"29010",Tlaxcala,Chiautempan,73215
"29011",Tlaxcala,Muñoz de Domingo Arenas,4755
"29012",Tlaxcala,Españita,9416
"29013",Tlaxcala,Huamantla,98764
"29014",Tlaxcala,Hueyotlipan,15190
"29015",Tlaxcala,Ixtacuixtla de Mariano Matamoros,38970
"29016",Tlaxcala,Ixtenco,7504
"29017",Tlaxcala,Mazatecochco de José María Morelos,11592
"29018",Tlaxcala,Contla de Juan Cuamatzi,38579
"29042",Tlaxcala,Xicohtzinco,14197
"29043",Tlaxcala,Yauhquemehcan,42242
"29044",Tlaxcala,Zacatelco,45717
"29019",Tlaxcala,Tepetitla de Lardizábal,22274
"29020",Tlaxcala,Sanctórum de Lázaro Cárdenas,9432
"29021",Tlaxcala,Nanacamilpa de Mariano Arista,18686
"29022",Tlaxcala,Acuamanala de Miguel Hidalgo,6432
"29023",Tlaxcala,Natívitas,26309
"29024",Tlaxcala,Panotla,28357
"29025",Tlaxcala,San Pablo del Monte,82688
"29026",Tlaxcala,Santa Cruz Tlaxcala,24116
"29027",Tlaxcala,Tenancingo,12974
"29028",Tlaxcala,Teolocholco,25257
"29029",Tlaxcala,Tepeyanco,13328
"29030",Tlaxcala,Terrenate,15475
"29031",Tlaxcala,Tetla de la Solidaridad,35284
"29032",Tlaxcala,Tetlatlahuca,13561
"29033",Tlaxcala,Tlaxcala,99896
"29034",Tlaxcala,Tlaxco,45438
"29035",Tlaxcala,Tocatlán,6294
"29036",Tlaxcala,Totolac,22529
"29037",Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,9207
"29038",Tlaxcala,Tzompantepec,18006
"29039",Tlaxcala,Xaloztoc,25607
"29040",Tlaxcala,Xaltocan,10601
"29041",Tlaxcala,Papalotla de Xicohténcatl,33499
"29045",Tlaxcala,Benito Juárez,6211
"29046",Tlaxcala,Emiliano Zapata,4951
"29047",Tlaxcala,Lázaro Cárdenas,3534
"29048",Tlaxcala,La Magdalena Tlaltelulco,19036
"29054",Tlaxcala,San Lorenzo Axocomanitla,5689
"29055",Tlaxcala,San Lucas Tecopilco,3077
"29049",Tlaxcala,San Damián Texóloc,5884
"29050",Tlaxcala,San Francisco Tetlanohcan,11761
"29051",Tlaxcala,San Jerónimo Zacualpan,4092
"29052",Tlaxcala,San José Teacalco,6436
"29053",Tlaxcala,San Juan Huactzinco,7688
"29056",Tlaxcala,Santa Ana Nopalucan,7952
"29057",Tlaxcala,Santa Apolonia Teacalco,4636
"29058",Tlaxcala,Santa Catarina Ayometla,9463
"29059",Tlaxcala,Santa Cruz Quilehtla,7750
"29060",Tlaxcala,Santa Isabel Xiloxoxtla,5443
"30001",Veracruz de Ignacio de la Llave,Acajete,9701
"30002",Veracruz de Ignacio de la Llave,Acatlán,3441
"30003",Veracruz de Ignacio de la Llave,Acayucan,80815
"30004",Veracruz de Ignacio de la Llave,Actopan,41742
"30005",Veracruz de Ignacio de la Llave,Acula,5253
"30006",Veracruz de Ignacio de la Llave,Acultzingo,23100
"30007",Veracruz de Ignacio de la Llave,Camarón de Tejeda,6538
"30008",Veracruz de Ignacio de la Llave,Alpatláhuac,10338
"30009",Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,28184
"30010",Veracruz de Ignacio de la Llave,Altotonga,64234
"30011",Veracruz de Ignacio de la Llave,Alvarado,57035
"30012",Veracruz de Ignacio de la Llave,Amatitlán,7866
"30013",Veracruz de Ignacio de la Llave,Naranjos Amatlán,26843
"30014",Veracruz de Ignacio de la Llave,Amatlán de los Reyes,46955
"30015",Veracruz de Ignacio de la Llave,Angel R. Cabada,33839
"30016",Veracruz de Ignacio de la Llave,La Antigua,28682
"30017",Veracruz de Ignacio de la Llave,Apazapan,4709
"30018",Veracruz de Ignacio de la Llave,Aquila,1978
"30019",Veracruz de Ignacio de la Llave,Astacinga,6909
"30020",Veracruz de Ignacio de la Llave,Atlahuilco,11577
"30021",Veracruz de Ignacio de la Llave,Atoyac,23461
"30022",Veracruz de Ignacio de la Llave,Atzacan,22651
"30023",Veracruz de Ignacio de la Llave,Atzalan,49180
"30024",Veracruz de Ignacio de la Llave,Tlaltetela,16485
"30025",Veracruz de Ignacio de la Llave,Ayahualulco,27217
"30026",Veracruz de Ignacio de la Llave,Banderilla,25993
"30027",Veracruz de Ignacio de la Llave,Benito Juárez,16120
"30028",Veracruz de Ignacio de la Llave,Boca del Río,144550
"30029",Veracruz de Ignacio de la Llave,Calcahualco,13701
"30030",Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,41835
"30031",Veracruz de Ignacio de la Llave,Carrillo Puerto,18888
"30032",Veracruz de Ignacio de la Llave,Catemaco,49451
"30033",Veracruz de Ignacio de la Llave,Cazones de Herrera,24421
"30034",Veracruz de Ignacio de la Llave,Cerro Azul,25011
"30035",Veracruz de Ignacio de la Llave,Citlaltépetl,11165
"30036",Veracruz de Ignacio de la Llave,Coacoatzintla,11018
"30037",Veracruz de Ignacio de la Llave,Coahuitlán,8176
"30038",Veracruz de Ignacio de la Llave,Coatepec,93911
"30039",Veracruz de Ignacio de la Llave,Coatzacoalcos,310698
"30040",Veracruz de Ignacio de la Llave,Coatzintla,55016
"30041",Veracruz de Ignacio de la Llave,Coetzala,2355
"30042",Veracruz de Ignacio de la Llave,Colipa,5743
"30043",Veracruz de Ignacio de la Llave,Comapa,19876
"30044",Veracruz de Ignacio de la Llave,Córdoba,204721
"30045",Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,54737
"30046",Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,16167
"30047",Veracruz de Ignacio de la Llave,Coscomatepec,59471
"30048",Veracruz de Ignacio de la Llave,Cosoleacaque,130903
"30049",Veracruz de Ignacio de la Llave,Cotaxtla,22050
"30050",Veracruz de Ignacio de la Llave,Coxquihui,16333
"30051",Veracruz de Ignacio de la Llave,Coyutla,23096
"30052",Veracruz de Ignacio de la Llave,Cuichapa,11869
"30053",Veracruz de Ignacio de la Llave,Cuitláhuac,28075
"30054",Veracruz de Ignacio de la Llave,Chacaltianguis,11461
"30055",Veracruz de Ignacio de la Llave,Chalma,13527
"30056",Veracruz de Ignacio de la Llave,Chiconamel,6610
"30057",Veracruz de Ignacio de la Llave,Chiconquiaco,13881
"30058",Veracruz de Ignacio de la Llave,Chicontepec,53858
"30059",Veracruz de Ignacio de la Llave,Chinameca,22638
"30060",Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,16283
"30061",Veracruz de Ignacio de la Llave,Las Choapas,81080
"30062",Veracruz de Ignacio de la Llave,Chocamán,20839
"30063",Veracruz de Ignacio de la Llave,Chontla,13359
"30077",Veracruz de Ignacio de la Llave,Isla,42807
"30078",Veracruz de Ignacio de la Llave,Ixcatepec,12379
"30079",Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,11387
"30080",Veracruz de Ignacio de la Llave,Ixhuatlán del Café,23132
"30081",Veracruz de Ignacio de la Llave,Ixhuatlancillo,27295
"30082",Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,15831
"30083",Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,50836
"30084",Veracruz de Ignacio de la Llave,Ixmatlahuacan,5574
"30085",Veracruz de Ignacio de la Llave,Ixtaczoquitlán,74004
"30086",Veracruz de Ignacio de la Llave,Jalacingo,46794
"30087",Veracruz de Ignacio de la Llave,Xalapa,488531
"30088",Veracruz de Ignacio de la Llave,Jalcomulco,5054
"30064",Veracruz de Ignacio de la Llave,Chumatlán,4008
"30065",Veracruz de Ignacio de la Llave,Emiliano Zapata,85489
"30066",Veracruz de Ignacio de la Llave,Espinal,26830
"30067",Veracruz de Ignacio de la Llave,Filomeno Mata,19179
"30068",Veracruz de Ignacio de la Llave,Fortín,66372
"30069",Veracruz de Ignacio de la Llave,Gutiérrez Zamora,24085
"30070",Veracruz de Ignacio de la Llave,Hidalgotitlán,18275
"30071",Veracruz de Ignacio de la Llave,Huatusco,59920
"30072",Veracruz de Ignacio de la Llave,Huayacocotla,21796
"30073",Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,41670
"30089",Veracruz de Ignacio de la Llave,Jáltipan,38669
"30090",Veracruz de Ignacio de la Llave,Jamapa,11132
"30091",Veracruz de Ignacio de la Llave,Jesús Carranza,28524
"30092",Veracruz de Ignacio de la Llave,Xico,39623
"30093",Veracruz de Ignacio de la Llave,Jilotepec,16585
"30094",Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,38367
"30095",Veracruz de Ignacio de la Llave,Juchique de Ferrer,15059
"30096",Veracruz de Ignacio de la Llave,Landero y Coss,1543
"30097",Veracruz de Ignacio de la Llave,Lerdo de Tejada,19123
"30117",Veracruz de Ignacio de la Llave,Omealca,23773
"30118",Veracruz de Ignacio de la Llave,Orizaba,123182
"30074",Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,7293
"30075",Veracruz de Ignacio de la Llave,Ignacio de la Llave,16525
"30076",Veracruz de Ignacio de la Llave,Ilamatlán,13377
"30098",Veracruz de Ignacio de la Llave,Magdalena,3299
"30099",Veracruz de Ignacio de la Llave,Maltrata,18327
"30100",Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,23918
"30101",Veracruz de Ignacio de la Llave,Mariano Escobedo,38670
"30102",Veracruz de Ignacio de la Llave,Martínez de la Torre,108842
"30103",Veracruz de Ignacio de la Llave,Mecatlán,12799
"30104",Veracruz de Ignacio de la Llave,Mecayapan,17134
"30105",Veracruz de Ignacio de la Llave,Medellín de Bravo,95202
"30106",Veracruz de Ignacio de la Llave,Miahuatlán,4841
"30109",Veracruz de Ignacio de la Llave,Misantla,65761
"30110",Veracruz de Ignacio de la Llave,Mixtla de Altamirano,12125
"30111",Veracruz de Ignacio de la Llave,Moloacán,16493
"30112",Veracruz de Ignacio de la Llave,Naolinco,22835
"30113",Veracruz de Ignacio de la Llave,Naranjal,4614
"30114",Veracruz de Ignacio de la Llave,Nautla,10130
"30115",Veracruz de Ignacio de la Llave,Nogales,37314
"30119",Veracruz de Ignacio de la Llave,Otatitlán,5651
"30120",Veracruz de Ignacio de la Llave,Oteapan,10343
"30121",Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,22756
"30122",Veracruz de Ignacio de la Llave,Pajapan,18051
"30123",Veracruz de Ignacio de la Llave,Pánuco,96185
"30124",Veracruz de Ignacio de la Llave,Papantla,159910
"30125",Veracruz de Ignacio de la Llave,Paso del Macho,31894
"30126",Veracruz de Ignacio de la Llave,Paso de Ovejas,33442
"30127",Veracruz de Ignacio de la Llave,La Perla,28258
"30128",Veracruz de Ignacio de la Llave,Perote,77432
"30129",Veracruz de Ignacio de la Llave,Platón Sánchez,18053
"30130",Veracruz de Ignacio de la Llave,Playa Vicente,39327
"30131",Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,189457
"30107",Veracruz de Ignacio de la Llave,Las Minas,2934
"30108",Veracruz de Ignacio de la Llave,Minatitlán,144776
"30116",Veracruz de Ignacio de la Llave,Oluta,17027
"30132",Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,20300
"30133",Veracruz de Ignacio de la Llave,Pueblo Viejo,57909
"30134",Veracruz de Ignacio de la Llave,Puente Nacional,23544
"30135",Veracruz de Ignacio de la Llave,Rafael Delgado,24127
"30136",Veracruz de Ignacio de la Llave,Rafael Lucio,8343
"30137",Veracruz de Ignacio de la Llave,Los Reyes,6308
"30161",Veracruz de Ignacio de la Llave,Tempoal,34408
"30162",Veracruz de Ignacio de la Llave,Tenampa,6448
"30163",Veracruz de Ignacio de la Llave,Tenochtitlán,5040
"30164",Veracruz de Ignacio de la Llave,Teocelo,16957
"30165",Veracruz de Ignacio de la Llave,Tepatlaxco,8925
"30166",Veracruz de Ignacio de la Llave,Tepetlán,9405
"30167",Veracruz de Ignacio de la Llave,Tepetzintla,14619
"30168",Veracruz de Ignacio de la Llave,Tequila,16343
"30138",Veracruz de Ignacio de la Llave,Río Blanco,41795
"30139",Veracruz de Ignacio de la Llave,Saltabarranca,6126
"30169",Veracruz de Ignacio de la Llave,José Azueta,22709
"30170",Veracruz de Ignacio de la Llave,Texcatepec,10824
"30171",Veracruz de Ignacio de la Llave,Texhuacán,5575
"30172",Veracruz de Ignacio de la Llave,Texistepec,19925
"30173",Veracruz de Ignacio de la Llave,Tezonapa,54537
"30174",Veracruz de Ignacio de la Llave,Tierra Blanca,95602
"30175",Veracruz de Ignacio de la Llave,Tihuatlán,92726
"30176",Veracruz de Ignacio de la Llave,Tlacojalpan,4489
"30140",Veracruz de Ignacio de la Llave,San Andrés Tenejapan,3134
"30141",Veracruz de Ignacio de la Llave,San Andrés Tuxtla,162428
"30142",Veracruz de Ignacio de la Llave,San Juan Evangelista,32631
"30143",Veracruz de Ignacio de la Llave,Santiago Tuxtla,57085
"30144",Veracruz de Ignacio de la Llave,Sayula de Alemán,32400
"30145",Veracruz de Ignacio de la Llave,Soconusco,16574
"30146",Veracruz de Ignacio de la Llave,Sochiapa,3925
"30147",Veracruz de Ignacio de la Llave,Soledad Atzompa,24578
"30148",Veracruz de Ignacio de la Llave,Soledad de Doblado,28130
"30149",Veracruz de Ignacio de la Llave,Soteapan,34385
"30150",Veracruz de Ignacio de la Llave,Tamalín,11631
"30151",Veracruz de Ignacio de la Llave,Tamiahua,21902
